policy_id,customer_id,policy_type,premium,sum_insured,start_date,end_date
11206,5590,Health,4923,492300,4/11/2022,12/29/2025
11207,5591,Life,3576,357600,4/8/2021,7/2/2023
11208,5591,Health,4543,454300,7/14/2020,1/21/2025
11209,5591,Life,4850,485000,7/2/2020,4/11/2023
11210,5592,Health,4106,410600,9/9/2023,12/31/2027
11211,5592,Life,4197,419700,11/24/2020,10/5/2025
11212,5592,Life,3596,359600,3/17/2024,6/7/2025
11213,5593,Life,3724,372400,1/30/2023,8/28/2025
11214,5593,Life,4014,401400,8/20/2022,8/23/2026
11215,5593,Motor,946,94600,6/26/2020,8/24/2024
11216,5594,Motor,1412,141200,5/13/2022,6/17/2025
11217,5595,Motor,1300,130000,10/14/2022,10/7/2024
11218,5596,Life,4897,489700,5/8/2021,2/4/2023
11219,5597,Motor,3861,386100,10/26/2020,6/26/2024
11220,5597,Motor,2454,245400,11/1/2024,1/7/2028
11221,5597,Health,4481,448100,11/30/2021,11/5/2024
11222,5598,Health,4079,407900,3/22/2020,6/4/2024
11223,5598,Motor,4473,447300,6/5/2021,2/13/2024
11224,5599,Health,3777,377700,4/18/2023,11/21/2024
11225,5600,Motor,1233,123300,5/22/2022,2/1/2027
11226,5600,Motor,1243,124300,5/1/2024,7/14/2027
11227,5601,Motor,1332,133200,9/21/2024,9/7/2028
11228,5602,Motor,3215,321500,3/12/2022,12/27/2026
11229,5602,Motor,818,81800,8/29/2020,11/9/2024
11230,5603,Health,2233,223300,6/30/2020,9/21/2024
11231,5603,Health,685,68500,10/6/2021,8/2/2025
11232,5603,Life,3163,316300,3/28/2023,11/13/2027
11233,5604,Health,2326,232600,10/10/2021,2/12/2026
11234,5605,Motor,4414,441400,2/16/2021,4/19/2025
11235,5605,Life,1797,179700,5/18/2022,4/21/2027
11236,5606,Life,1370,137000,11/30/2021,6/17/2024
11237,5606,Motor,3623,362300,8/13/2022,3/28/2025
11238,5606,Motor,610,61000,11/13/2020,11/17/2022
11239,5607,Motor,3562,356200,3/28/2024,9/28/2028
11240,5607,Motor,4409,440900,1/4/2023,2/2/2027
11241,5607,Health,2751,275100,4/18/2024,5/1/2026
11242,5608,Motor,597,59700,8/22/2020,4/26/2023
11243,5608,Health,4338,433800,11/20/2020,6/17/2023
11244,5609,Health,4467,446700,8/29/2024,2/9/2029
11245,5609,Life,2766,276600,10/24/2021,10/16/2025
11246,5610,Motor,4414,441400,6/5/2024,1/25/2026
11247,5611,Health,3727,372700,4/1/2024,1/22/2027
11248,5612,Motor,4333,433300,3/6/2023,4/23/2025
11249,5612,Motor,4325,432500,9/18/2023,3/25/2025
11250,5613,Health,2178,217800,3/30/2022,9/28/2024
11251,5613,Life,3352,335200,5/29/2022,6/23/2023
11252,5613,Life,4607,460700,3/5/2023,2/4/2028
11253,5614,Motor,2139,213900,4/16/2020,4/5/2024
11254,5614,Life,4933,493300,8/1/2020,7/8/2023
11255,5614,Health,4479,447900,3/3/2022,10/13/2025
11256,5615,Health,3989,398900,12/16/2024,4/14/2029
11257,5615,Health,843,84300,12/5/2024,10/27/2026
11258,5616,Life,4508,450800,2/20/2022,8/19/2025
11259,5616,Motor,2342,234200,11/11/2020,11/4/2025
11260,5616,Health,4021,402100,1/18/2022,10/27/2026
11261,5617,Motor,3051,305100,2/4/2023,7/20/2024
11262,5618,Life,4605,460500,2/15/2025,9/7/2027
11263,5618,Motor,756,75600,6/29/2022,7/21/2026
11264,5618,Motor,4744,474400,11/21/2021,12/4/2023
11265,5619,Motor,2139,213900,3/27/2024,1/31/2026
11266,5619,Life,2517,251700,5/17/2023,5/26/2024
11267,5619,Life,3962,396200,12/26/2021,9/15/2024
11268,5620,Health,2369,236900,3/9/2023,5/30/2027
11269,5620,Motor,1006,100600,11/9/2020,7/7/2023
11270,5621,Health,3375,337500,8/5/2021,2/5/2023
11271,5622,Health,3890,389000,4/29/2021,6/18/2025
11272,5623,Life,2750,275000,2/20/2024,2/7/2029
11273,5623,Health,1745,174500,11/26/2023,7/6/2028
11274,5623,Health,4703,470300,10/17/2022,12/5/2025
11275,5624,Motor,2225,222500,11/4/2020,8/28/2022
11276,5624,Motor,3529,352900,10/13/2022,5/2/2025
11277,5625,Life,1167,116700,3/3/2021,6/28/2022
11278,5625,Motor,4898,489800,3/27/2020,1/7/2023
11279,5626,Life,4690,469000,10/3/2023,2/20/2026
11280,5626,Motor,3042,304200,6/5/2024,8/12/2026
11281,5627,Health,4896,489600,10/10/2024,6/10/2026
11282,5627,Motor,3714,371400,3/22/2022,4/10/2024
11283,5627,Motor,1227,122700,4/26/2021,11/14/2024
11284,5628,Motor,2907,290700,2/23/2024,12/15/2028
11285,5629,Life,3017,301700,2/26/2024,9/15/2028
11286,5630,Life,1831,183100,11/17/2024,8/20/2026
11287,5630,Motor,3857,385700,6/9/2024,7/9/2025
11288,5630,Life,978,97800,6/11/2022,6/2/2026
11289,5631,Health,3274,327400,2/17/2024,7/28/2026
11290,5631,Motor,2786,278600,3/25/2024,6/6/2027
11291,5632,Health,828,82800,7/13/2024,10/11/2026
11292,5633,Life,2023,202300,4/20/2024,8/31/2026
11293,5634,Motor,2812,281200,7/13/2023,2/6/2027
11294,5634,Life,4493,449300,12/28/2021,5/11/2023
11295,5635,Motor,1073,107300,10/7/2020,8/4/2024
11296,5635,Health,2937,293700,12/27/2020,11/19/2023
11297,5636,Life,3960,396000,12/15/2023,3/10/2028
11298,5636,Health,694,69400,5/13/2021,5/25/2023
11299,5636,Life,4697,469700,12/7/2022,6/2/2027
11300,5637,Life,3519,351900,12/12/2021,4/13/2025
11301,5637,Health,4905,490500,2/20/2024,11/30/2025
11302,5637,Life,1976,197600,6/14/2024,6/17/2025
11303,5638,Health,565,56500,10/8/2021,5/27/2024
11304,5638,Health,946,94600,2/3/2025,1/31/2028
11305,5638,Health,1819,181900,7/14/2023,5/13/2025
11306,5639,Motor,4049,404900,10/22/2023,4/23/2026
11307,5639,Life,4505,450500,4/28/2023,5/10/2024
11308,5640,Motor,2850,285000,4/24/2023,8/24/2024
11309,5640,Health,503,50300,1/4/2023,4/12/2024
11310,5640,Health,4880,488000,9/19/2021,2/27/2026
11311,5641,Motor,1971,197100,9/15/2022,4/3/2025
11312,5641,Life,4554,455400,9/16/2020,12/13/2022
11313,5642,Health,3987,398700,4/16/2023,4/19/2025
11314,5642,Life,1639,163900,7/19/2022,6/7/2027
11315,5642,Motor,4913,491300,9/16/2023,3/22/2028
11316,5643,Motor,2765,276500,1/28/2021,5/13/2025
11317,5643,Health,1121,112100,9/17/2021,1/22/2026
11318,5643,Life,1998,199800,8/6/2022,9/22/2023
11319,5644,Life,3030,303000,6/14/2022,2/5/2027
11320,5645,Health,1254,125400,9/21/2023,4/7/2026
11321,5645,Life,4054,405400,8/2/2022,8/25/2023
11322,5646,Motor,3570,357000,11/27/2023,7/7/2025
11323,5646,Motor,2404,240400,11/2/2020,4/2/2022
11324,5646,Life,4700,470000,6/29/2020,11/1/2024
11325,5647,Life,902,90200,3/20/2020,4/24/2022
11326,5647,Life,4673,467300,3/29/2023,10/18/2027
11327,5647,Motor,3455,345500,9/14/2024,12/21/2026
11328,5648,Life,2593,259300,8/25/2023,4/4/2025
11329,5648,Life,3426,342600,2/4/2022,5/18/2024
11330,5649,Health,2581,258100,1/10/2023,9/24/2026
11331,5649,Motor,1737,173700,3/25/2023,6/20/2025
11332,5649,Health,4794,479400,8/22/2022,12/14/2025
11333,5650,Motor,3023,302300,11/15/2020,8/7/2023
11334,5650,Motor,2838,283800,5/24/2021,6/22/2023
11335,5650,Life,2344,234400,7/25/2022,3/14/2026
11336,5651,Health,2163,216300,8/15/2023,7/17/2027
11337,5651,Health,2780,278000,3/7/2025,9/16/2029
11338,5652,Motor,4258,425800,1/15/2022,12/30/2025
11339,5652,Health,1498,149800,5/22/2024,2/24/2028
11340,5653,Health,770,77000,4/1/2024,12/28/2028
11341,5653,Motor,4550,455000,11/19/2024,6/30/2026
11342,5653,Life,563,56300,6/24/2020,5/3/2023
11343,5654,Life,4408,440800,2/18/2023,12/29/2026
11344,5654,Health,1265,126500,10/20/2020,1/15/2022
11345,5655,Health,3209,320900,1/19/2022,12/3/2024
11346,5656,Health,1085,108500,4/3/2023,1/8/2025
11347,5657,Motor,3448,344800,2/3/2025,10/7/2027
11348,5658,Health,784,78400,9/15/2022,9/17/2025
11349,5658,Health,4632,463200,8/28/2021,1/5/2024
11350,5658,Life,4168,416800,10/8/2021,12/6/2024
11351,5659,Health,1019,101900,9/4/2024,2/18/2029
11352,5659,Life,2139,213900,11/13/2022,1/14/2024
11353,5659,Health,3583,358300,1/30/2021,6/5/2024
11354,5660,Health,4956,495600,10/12/2022,4/27/2026
11355,5660,Life,1471,147100,1/27/2025,4/7/2029
11356,5661,Motor,729,72900,3/29/2024,4/7/2027
11357,5661,Health,3044,304400,12/9/2020,11/7/2025
11358,5662,Motor,1612,161200,12/19/2022,6/15/2025
11359,5663,Motor,2182,218200,8/5/2024,7/21/2026
11360,5663,Motor,3524,352400,5/14/2021,7/13/2022
11361,5663,Motor,2833,283300,8/6/2020,4/18/2023
11362,5664,Motor,3216,321600,2/15/2025,12/7/2027
11363,5665,Health,3042,304200,4/18/2020,7/12/2022
11364,5665,Motor,2962,296200,11/5/2024,4/7/2028
11365,5665,Life,2205,220500,11/29/2021,6/18/2026
11366,5666,Motor,831,83100,8/24/2022,2/9/2025
11367,5666,Motor,2673,267300,11/27/2020,8/2/2025
11368,5666,Motor,4589,458900,10/13/2021,9/3/2025
11369,5667,Health,3648,364800,2/4/2024,9/14/2025
11370,5667,Life,1884,188400,12/29/2021,7/20/2025
11371,5668,Life,3409,340900,11/8/2024,1/19/2027
11372,5668,Life,3876,387600,6/10/2023,9/3/2024
11373,5668,Life,3002,300200,4/23/2022,10/15/2026
11374,5669,Motor,2172,217200,4/15/2022,3/21/2027
11375,5669,Health,1924,192400,3/15/2024,9/6/2028
11376,5669,Life,1696,169600,9/5/2022,3/1/2024
11377,5670,Health,1041,104100,1/8/2022,10/19/2024
11378,5671,Motor,596,59600,12/31/2024,1/8/2029
11379,5671,Life,3345,334500,5/17/2022,9/17/2024
11380,5672,Motor,3708,370800,2/14/2021,7/9/2022
11381,5672,Health,4356,435600,4/16/2024,4/14/2029
11382,5672,Motor,4313,431300,1/20/2025,9/28/2026
11383,5673,Health,2905,290500,12/31/2020,11/20/2024
11384,5673,Life,4568,456800,10/12/2021,5/26/2024
11385,5674,Life,704,70400,4/19/2020,2/25/2022
11386,5674,Motor,3801,380100,6/17/2024,4/26/2029
11387,5674,Health,2115,211500,3/6/2022,5/23/2025
11388,5675,Health,2482,248200,9/4/2020,1/28/2024
11389,5676,Motor,2619,261900,3/31/2021,8/29/2024
11390,5676,Motor,2022,202200,5/13/2024,4/28/2028
11391,5677,Motor,520,52000,10/27/2022,11/28/2026
11392,5678,Motor,2409,240900,6/3/2021,12/22/2025
11393,5678,Motor,1935,193500,12/24/2020,5/19/2024
11394,5679,Life,3721,372100,12/27/2023,11/21/2025
11395,5680,Motor,2967,296700,12/2/2022,9/3/2024
11396,5681,Motor,2446,244600,11/20/2021,9/30/2026
11397,5681,Life,1794,179400,6/14/2023,2/4/2026
11398,5682,Life,2652,265200,10/25/2024,11/5/2025
11399,5682,Motor,4706,470600,6/26/2022,4/9/2027
11400,5682,Life,3906,390600,4/7/2020,11/1/2021
11401,5683,Motor,4963,496300,9/4/2020,5/7/2024
11402,5683,Life,3231,323100,2/24/2023,7/12/2027
11403,5683,Motor,1124,112400,3/13/2023,4/15/2027
11404,5684,Motor,3520,352000,7/18/2022,2/12/2027
11405,5684,Life,814,81400,7/11/2023,11/22/2025
11406,5685,Life,3543,354300,1/12/2025,3/22/2026
11407,5685,Life,1493,149300,10/9/2022,5/16/2026
11408,5686,Motor,4175,417500,10/31/2023,8/11/2026
11409,5687,Motor,3140,314000,8/7/2021,1/17/2023
11410,5688,Health,3885,388500,6/3/2023,12/14/2027
11411,5688,Life,4729,472900,9/11/2023,2/25/2028
11412,5689,Motor,1689,168900,10/16/2021,9/10/2023
11413,5689,Life,4255,425500,7/13/2021,8/16/2025
11414,5690,Motor,4000,400000,4/29/2022,12/17/2024
11415,5690,Life,1009,100900,12/24/2021,7/16/2025
11416,5691,Life,2408,240800,8/28/2024,12/18/2028
11417,5692,Health,4052,405200,8/26/2021,6/12/2026
11418,5693,Motor,1747,174700,7/13/2020,3/2/2024
11419,5693,Life,3945,394500,5/8/2023,5/16/2025
11420,5694,Motor,2197,219700,11/1/2023,2/4/2028
11421,5695,Motor,1219,121900,4/30/2024,3/6/2028
11422,5696,Motor,4765,476500,4/7/2021,5/13/2025
11423,5696,Health,2435,243500,1/26/2022,10/6/2024
11424,5697,Life,1920,192000,4/10/2024,3/19/2026
11425,5698,Motor,1480,148000,4/22/2020,11/28/2023
11426,5698,Health,3976,397600,11/4/2021,7/4/2025
11427,5699,Health,644,64400,3/24/2021,6/17/2022
11428,5699,Health,4914,491400,9/21/2022,12/15/2024
11429,5700,Motor,1438,143800,8/23/2020,6/6/2023
11430,5700,Motor,790,79000,4/1/2020,5/13/2023
11431,5701,Motor,4280,428000,5/31/2024,7/30/2025
11432,5702,Health,3411,341100,5/9/2024,10/25/2027
11433,5702,Motor,2600,260000,12/30/2024,9/23/2027
11434,5702,Health,3836,383600,11/5/2024,7/2/2027
11435,5703,Motor,4151,415100,11/27/2020,4/15/2025
11436,5704,Motor,681,68100,10/30/2022,12/8/2024
11437,5705,Life,3001,300100,8/29/2024,12/13/2026
11438,5705,Health,4459,445900,5/16/2021,12/4/2022
11439,5705,Motor,723,72300,1/6/2022,7/2/2023
11440,5706,Life,1069,106900,8/9/2024,5/30/2026
11441,5706,Motor,886,88600,5/28/2020,8/5/2024
11442,5706,Motor,1250,125000,7/25/2022,12/21/2026
11443,5707,Motor,626,62600,2/8/2021,10/26/2025
11444,5707,Motor,1937,193700,11/2/2022,12/29/2026
11445,5707,Health,2001,200100,11/20/2023,1/9/2028
11446,5708,Life,3614,361400,12/10/2024,4/20/2027
11447,5709,Motor,4727,472700,9/30/2022,12/7/2025
11448,5710,Life,1758,175800,11/26/2024,8/14/2029
11449,5710,Life,3242,324200,4/18/2023,11/7/2026
11450,5711,Health,3499,349900,9/4/2020,12/27/2024
11451,5711,Motor,4836,483600,9/30/2022,6/4/2026
11452,5711,Motor,3722,372200,1/7/2022,6/18/2026
11453,5712,Life,1701,170100,8/20/2023,6/20/2027
11454,5712,Motor,3572,357200,4/12/2024,8/26/2026
11455,5712,Motor,3515,351500,1/30/2021,7/9/2022
11456,5713,Health,4150,415000,9/26/2021,5/27/2025
11457,5713,Life,2030,203000,8/17/2022,4/19/2027
11458,5713,Motor,1127,112700,4/4/2020,5/4/2023
11459,5714,Health,3634,363400,9/28/2023,4/14/2027
11460,5715,Health,3686,368600,11/6/2022,7/5/2027
11461,5715,Health,3327,332700,12/11/2020,4/20/2025
11462,5715,Health,3439,343900,5/1/2022,7/15/2025
11463,5716,Life,4842,484200,3/12/2025,12/28/2026
11464,5717,Motor,1115,111500,4/1/2024,5/31/2027
11465,5717,Health,760,76000,5/6/2022,5/5/2024
11466,5717,Life,1766,176600,5/20/2023,8/31/2027
11467,5718,Health,2180,218000,12/12/2024,5/28/2029
11468,5719,Life,3782,378200,10/15/2020,12/6/2024
11469,5719,Health,1410,141000,6/25/2021,1/14/2025
11470,5720,Life,2334,233400,5/13/2023,3/24/2025
11471,5721,Life,4296,429600,7/1/2021,6/23/2026
11472,5722,Health,1543,154300,7/17/2021,6/21/2025
11473,5722,Life,1755,175500,3/30/2024,7/26/2027
11474,5722,Health,1456,145600,1/27/2022,7/12/2023
11475,5723,Health,4566,456600,5/1/2021,1/2/2026
11476,5723,Health,1984,198400,12/5/2023,6/23/2025
11477,5724,Motor,724,72400,7/21/2020,12/29/2022
11478,5725,Life,4510,451000,2/7/2024,5/9/2025
11479,5726,Motor,4372,437200,12/3/2023,12/15/2024
11480,5726,Life,4117,411700,7/3/2023,4/28/2028
11481,5727,Motor,4098,409800,6/30/2020,11/13/2023
11482,5727,Health,4212,421200,2/15/2022,6/7/2024
11483,5727,Life,4271,427100,12/25/2020,6/13/2024
11484,5728,Health,2421,242100,4/8/2022,6/28/2026
11485,5729,Life,2581,258100,5/18/2020,11/25/2023
11486,5730,Life,1313,131300,5/2/2020,2/4/2024
11487,5730,Health,2536,253600,10/27/2021,10/18/2023
11488,5730,Motor,3417,341700,7/10/2021,9/14/2022
11489,5731,Motor,2696,269600,10/22/2022,10/12/2027
11490,5731,Motor,4697,469700,3/3/2021,1/9/2025
11491,5732,Health,3284,328400,9/29/2022,5/5/2024
11492,5733,Health,544,54400,12/9/2020,7/30/2023
11493,5734,Motor,4573,457300,5/12/2022,10/8/2026
11494,5734,Health,1933,193300,7/9/2024,12/28/2028
11495,5734,Life,1432,143200,11/9/2023,1/27/2027
11496,5735,Health,4693,469300,3/22/2021,9/19/2022
11497,5735,Motor,4431,443100,6/24/2022,6/19/2025
11498,5735,Health,3022,302200,2/18/2023,5/31/2027
11499,5736,Motor,4404,440400,7/16/2024,3/26/2027
11500,5736,Motor,1543,154300,1/15/2023,8/16/2027
11501,5736,Life,953,95300,6/10/2024,6/1/2028
11502,5737,Health,4879,487900,5/31/2023,5/28/2025
11503,5737,Life,1216,121600,9/21/2023,4/25/2026
11504,5737,Motor,2805,280500,2/28/2025,11/4/2026
11505,5738,Motor,4316,431600,12/8/2024,8/1/2029
11506,5738,Life,726,72600,11/30/2024,9/25/2026
11507,5739,Life,2362,236200,7/24/2023,6/30/2025
11508,5739,Motor,1146,114600,4/6/2024,2/13/2028
11509,5740,Health,4015,401500,3/11/2024,6/26/2028
11510,5741,Health,1915,191500,6/28/2021,1/19/2026
11511,5741,Health,1459,145900,4/25/2021,2/19/2025
11512,5742,Health,3411,341100,4/17/2021,3/25/2025
11513,5742,Life,792,79200,10/17/2023,4/1/2025
11514,5743,Life,2824,282400,10/26/2024,6/16/2026
11515,5743,Motor,3590,359000,3/29/2021,1/30/2025
11516,5743,Life,4631,463100,1/25/2021,8/19/2025
11517,5744,Life,4971,497100,11/10/2023,11/5/2028
11518,5744,Life,798,79800,4/23/2023,7/30/2026
11519,5744,Health,1029,102900,8/28/2023,8/18/2026
11520,5745,Motor,518,51800,6/3/2023,1/26/2025
11521,5746,Health,3137,313700,8/30/2021,5/1/2024
11522,5746,Life,3034,303400,5/10/2020,1/5/2022
11523,5747,Health,3634,363400,1/13/2022,2/17/2026
11524,5748,Health,2465,246500,12/5/2021,5/27/2024
11525,5749,Motor,3190,319000,1/18/2022,9/26/2026
11526,5749,Health,2864,286400,3/8/2024,9/29/2027
11527,5749,Motor,3959,395900,11/2/2022,10/15/2026
11528,5750,Motor,3536,353600,3/27/2021,2/20/2024
11529,5750,Health,2264,226400,11/3/2023,7/14/2027
11530,5751,Health,3113,311300,12/16/2022,4/17/2027
11531,5752,Life,819,81900,6/15/2021,6/19/2025
11532,5752,Life,2546,254600,1/30/2022,4/3/2024
11533,5753,Health,779,77900,1/5/2022,6/22/2023
11534,5753,Motor,3077,307700,2/24/2022,6/14/2026
11535,5754,Motor,1774,177400,10/11/2023,9/15/2027
11536,5754,Life,4126,412600,12/2/2022,4/3/2027
11537,5755,Life,3351,335100,9/23/2022,12/17/2026
11538,5756,Health,1454,145400,10/22/2024,6/26/2026
11539,5756,Health,3862,386200,8/17/2023,7/25/2025
11540,5756,Health,1471,147100,5/30/2021,2/2/2026
11541,5757,Health,2809,280900,12/3/2023,8/20/2027
11542,5758,Motor,1212,121200,10/11/2021,3/31/2025
11543,5758,Life,3607,360700,6/14/2024,12/5/2027
11544,5759,Health,1461,146100,10/17/2024,11/14/2027
11545,5760,Life,4675,467500,7/12/2024,5/14/2028
11546,5761,Life,2313,231300,4/3/2024,6/2/2028
11547,5762,Health,4012,401200,2/3/2025,10/15/2029
11548,5763,Motor,3275,327500,8/28/2023,1/17/2026
11549,5763,Motor,2086,208600,8/5/2022,1/3/2025
11550,5764,Life,4381,438100,7/9/2022,1/24/2024
11551,5764,Health,4639,463900,10/5/2020,9/15/2022
11552,5764,Motor,2157,215700,9/5/2023,12/16/2027
11553,5765,Life,3652,365200,5/19/2023,4/3/2026
11554,5765,Motor,1658,165800,4/14/2022,6/29/2023
11555,5765,Motor,3257,325700,5/24/2024,3/16/2026
11556,5766,Life,2862,286200,3/24/2024,11/4/2027
11557,5766,Health,2857,285700,1/5/2022,5/19/2025
11558,5767,Life,1321,132100,2/8/2021,1/10/2026
11559,5767,Life,3029,302900,7/1/2021,1/31/2026
11560,5768,Life,2061,206100,2/9/2021,2/9/2025
11561,5768,Health,2377,237700,9/8/2023,12/30/2026
11562,5769,Life,4073,407300,11/20/2024,1/13/2026
11563,5769,Life,1184,118400,12/26/2022,6/12/2027
11564,5769,Health,4556,455600,5/1/2022,8/18/2025
11565,5770,Life,4948,494800,11/4/2024,7/12/2026
11566,5770,Health,2663,266300,1/20/2023,3/8/2024
11567,5770,Motor,3478,347800,11/11/2024,12/9/2027
11568,5771,Health,849,84900,2/19/2023,4/13/2027
11569,5771,Life,2518,251800,7/27/2022,12/13/2026
11570,5771,Health,2337,233700,10/26/2020,7/21/2025
11571,5772,Health,701,70100,4/9/2021,8/18/2023
11572,5772,Life,2848,284800,2/20/2025,2/20/2027
11573,5772,Health,1190,119000,10/8/2024,12/26/2027
11574,5773,Life,2526,252600,11/28/2023,7/2/2026
11575,5773,Life,2646,264600,9/10/2023,12/11/2024
11576,5773,Health,4707,470700,8/4/2023,3/24/2025
11577,5774,Health,2380,238000,10/30/2022,10/12/2026
11578,5774,Motor,3174,317400,4/8/2024,6/15/2028
11579,5775,Motor,4774,477400,12/18/2022,12/20/2025
11580,5776,Life,2295,229500,11/27/2022,12/10/2023
11581,5776,Motor,3329,332900,5/29/2022,8/15/2023
11582,5777,Motor,3448,344800,5/1/2021,10/17/2022
11583,5777,Health,3299,329900,1/15/2021,3/25/2025
11584,5777,Motor,881,88100,12/11/2022,5/12/2025
11585,5778,Motor,3619,361900,11/12/2024,6/21/2029
11586,5778,Health,2433,243300,10/24/2021,7/16/2025
11587,5778,Health,1975,197500,6/9/2023,7/19/2026
11588,5779,Life,2232,223200,3/14/2024,5/29/2026
11589,5779,Life,2493,249300,7/29/2024,6/5/2026
11590,5779,Health,4118,411800,9/27/2022,2/1/2025
11591,5780,Life,2910,291000,8/10/2023,9/4/2027
11592,5780,Motor,2981,298100,1/13/2024,3/7/2028
11593,5780,Motor,987,98700,5/3/2020,5/20/2023
11594,5781,Motor,1661,166100,2/20/2024,9/21/2027
11595,5781,Health,508,50800,11/24/2022,9/29/2024
11596,5782,Life,1650,165000,7/10/2024,5/15/2027
11597,5783,Motor,2444,244400,4/29/2021,7/31/2022
11598,5783,Life,3222,322200,2/10/2025,11/5/2026
11599,5784,Motor,2722,272200,8/25/2021,1/16/2025
11600,5785,Health,610,61000,10/11/2023,8/22/2027
11601,5785,Motor,4163,416300,12/21/2023,8/3/2028
11602,5785,Life,4691,469100,2/4/2025,4/26/2028
11603,5786,Health,4293,429300,9/2/2021,1/9/2026
11604,5786,Life,2406,240600,3/30/2020,1/23/2024
11605,5786,Motor,3115,311500,4/16/2022,11/28/2024
11606,5787,Health,4888,488800,10/6/2022,6/25/2027
11607,5787,Life,1487,148700,5/17/2023,10/30/2024
11608,5787,Motor,514,51400,11/11/2021,10/14/2025
11609,5788,Health,1600,160000,3/18/2022,11/20/2026
11610,5788,Life,4340,434000,3/30/2021,9/22/2023
11611,5789,Life,3104,310400,1/8/2025,9/30/2026
11612,5789,Life,897,89700,5/16/2021,3/1/2024
11613,5790,Health,4804,480400,2/9/2024,1/23/2029
11614,5790,Motor,4121,412100,9/7/2024,11/21/2025
11615,5790,Health,4306,430600,10/23/2023,3/25/2026
11616,5791,Motor,3298,329800,2/12/2023,2/6/2026
11617,5791,Motor,2950,295000,5/2/2023,9/21/2026
11618,5792,Life,3659,365900,9/3/2020,10/28/2023
11619,5792,Health,1977,197700,3/12/2024,3/4/2029
11620,5792,Health,2760,276000,10/14/2023,3/31/2027
11621,5793,Motor,1515,151500,10/16/2022,11/11/2026
11622,5793,Motor,4892,489200,5/16/2024,5/11/2028
11623,5793,Health,1873,187300,6/2/2024,12/18/2025
11624,5794,Motor,3763,376300,4/12/2024,5/9/2028
11625,5794,Health,4794,479400,9/29/2021,5/4/2025
11626,5795,Life,1320,132000,1/16/2023,11/15/2026
11627,5796,Motor,4409,440900,2/17/2024,8/19/2026
11628,5796,Life,4212,421200,11/26/2022,10/5/2025
11629,5797,Motor,632,63200,9/6/2020,5/3/2025
11630,5797,Life,1689,168900,12/1/2021,3/22/2025
11631,5798,Health,1036,103600,11/12/2024,2/14/2028
11632,5799,Life,2449,244900,12/9/2020,2/2/2024
11633,5799,Life,1986,198600,1/24/2025,7/17/2028
11634,5800,Motor,2595,259500,8/8/2020,9/25/2022
11635,5800,Life,3773,377300,8/12/2023,10/13/2026
11636,5800,Health,3397,339700,7/15/2020,4/28/2024
11637,5801,Life,4560,456000,9/29/2020,2/26/2024
11638,5802,Motor,1885,188500,8/13/2021,6/23/2024
11639,5802,Life,2885,288500,7/20/2023,1/26/2028
11640,5803,Health,4519,451900,3/26/2024,11/20/2026
11641,5803,Life,2532,253200,12/21/2020,1/9/2022
11642,5803,Motor,2284,228400,11/5/2021,11/5/2022
11643,5804,Health,2907,290700,4/15/2022,9/7/2024
11644,5804,Health,1284,128400,7/31/2020,10/11/2024
11645,5805,Life,4192,419200,12/21/2024,5/7/2027
11646,5805,Life,4866,486600,11/10/2022,8/1/2024
11647,5806,Health,615,61500,8/3/2022,12/14/2026
11648,5807,Health,4128,412800,12/16/2023,8/25/2025
11649,5807,Life,4925,492500,8/29/2022,12/15/2026
11650,5807,Life,4897,489700,12/26/2020,7/16/2023
11651,5808,Health,2504,250400,9/12/2020,4/29/2022
11652,5809,Health,3233,323300,1/18/2021,2/4/2025
11653,5809,Life,2255,225500,1/1/2021,7/24/2025
11654,5809,Motor,3701,370100,8/30/2022,7/26/2024
11655,5810,Life,1951,195100,10/23/2021,3/28/2025
11656,5811,Health,2214,221400,7/23/2022,10/18/2024
11657,5811,Health,2255,225500,8/8/2022,6/2/2026
11658,5812,Motor,811,81100,3/30/2022,11/14/2024
11659,5812,Health,2547,254700,12/20/2023,12/29/2027
11660,5812,Health,4335,433500,2/7/2024,3/24/2025
11661,5813,Health,2357,235700,2/4/2021,3/11/2023
11662,5813,Life,4953,495300,12/17/2020,6/23/2023
11663,5813,Motor,3561,356100,6/17/2022,6/21/2024
11664,5814,Life,4773,477300,9/7/2021,4/15/2026
11665,5814,Motor,3860,386000,6/22/2022,3/28/2024
11666,5815,Motor,3041,304100,5/29/2021,11/4/2024
11667,5816,Life,3533,353300,12/17/2022,1/11/2024
11668,5816,Life,4873,487300,9/17/2023,11/4/2027
11669,5816,Motor,759,75900,12/24/2021,5/29/2023
11670,5817,Life,1549,154900,8/3/2024,8/30/2028
11671,5817,Motor,2892,289200,6/19/2021,5/25/2024
11672,5817,Life,4004,400400,3/24/2024,2/13/2026
11673,5818,Health,3014,301400,10/27/2021,4/18/2024
11674,5818,Motor,3281,328100,8/8/2020,7/14/2023
11675,5818,Motor,4215,421500,4/12/2022,3/5/2025
11676,5819,Life,3738,373800,11/26/2023,6/14/2027
11677,5820,Life,4623,462300,6/19/2021,5/8/2026
11678,5820,Life,3399,339900,8/13/2020,1/14/2025
11679,5820,Health,2891,289100,11/10/2024,3/4/2028
11680,5821,Motor,648,64800,6/14/2021,10/25/2025
11681,5821,Health,4323,432300,2/22/2021,10/31/2022
11682,5822,Motor,673,67300,12/16/2021,3/5/2026
