communication_id,customer_id,timestamp,channel,reason_category,message_text,sentiment,outcome,related_claim_id
19065,6342,2024-11-25 19:58:26,Email,Feedback,Overall positive feedback on service,Positive,Acknowledged,
19066,6342,2024-11-03 18:24:17,In-Person,Call Log,Follow-up call on a pending claim,Positive,Acknowledged,18968.0
19067,6342,2023-06-24 03:17:53,In-Person,Feedback,Appreciation for quick claim settlement,Neutral,Pending Info,
19068,6343,2024-02-05 17:30:20,In-Person,Call Log,Follow-up call on a pending claim,Negative,Pending Info,
19069,6343,2024-11-22 23:30:06,In-Person,Complaint,Incorrect personal details on file,Negative,Resolved,
19070,6344,2024-04-21 07:44:10,Social Media,Complaint,Unsatisfactory claim process,Negative,Pending Info,18972.0
19071,6344,2024-07-09 18:47:00,Phone,Complaint,Policy cancellation issue,Negative,Resolved,
19072,6344,2024-11-20 17:12:25,Phone,Call Log,Inquiry about adding a family member to the policy,Neutral,Resolved,
19073,6345,2023-07-25 19:49:14,Phone,Complaint,Policy cancellation issue,Neutral,Pending Info,18976.0
19074,6346,2023-07-30 07:58:33,Chatbot,Complaint,Incorrect personal details on file,Neutral,Resolved,
19075,6346,2024-01-10 13:25:22,Phone,Call Log,Inquiry about adding a family member to the policy,Neutral,Resolved,18985.0
19076,6346,2023-11-29 05:28:13,Email,Feedback,Concern about premium increase,Negative,Resolved,
19077,6346,2024-09-28 07:23:36,In-Person,Complaint,Policy cancellation issue,Neutral,Resolved,
19078,6347,2025-02-14 15:37:33,Phone,Feedback,Appreciation for quick claim settlement,Negative,Acknowledged,
19079,6347,2024-09-29 11:38:04,Social Media,Complaint,Policy cancellation issue,Negative,Acknowledged,
19080,6347,2024-02-22 11:06:54,Social Media,Feedback,Request for better mobile app experience,Neutral,Resolved,
19081,6347,2023-07-03 22:37:14,Phone,Call Log,Inquiry about adding a family member to the policy,Positive,Resolved,18988.0
19082,6347,2024-04-28 16:01:25,Email,Call Log,Inquiry about adding a family member to the policy,Negative,Pending Info,
19083,6348,2025-01-19 16:19:35,Email,Call Log,Verification of updated contact details,Negative,Resolved,18989.0
19084,6348,2025-02-16 07:53:42,Social Media,Feedback,Appreciation for quick claim settlement,Positive,Acknowledged,
19085,6349,2023-04-15 20:06:19,Social Media,Call Log,Verification of updated contact details,Neutral,Resolved,18994.0
19086,6350,2024-02-03 23:58:02,Social Media,Call Log,Verification of updated contact details,Negative,Resolved,
19087,6350,2024-03-22 20:20:03,Chatbot,Call Log,Follow-up call on a pending claim,Positive,Escalated,
19088,6350,2024-08-07 08:18:15,In-Person,Call Log,Follow-up call on a pending claim,Neutral,Acknowledged,18998.0
19089,6350,2023-10-04 20:17:58,Phone,Feedback,Concern about premium increase,Positive,Escalated,
19090,6350,2024-11-25 17:45:24,Chatbot,Complaint,Policy cancellation issue,Negative,Pending Info,18998.0
19091,6351,2024-03-08 20:40:02,Social Media,Feedback,Concern about premium increase,Negative,Resolved,
19092,6351,2024-06-14 02:08:48,Social Media,Call Log,Question regarding renewal process,Positive,Escalated,19003.0
19093,6351,2024-04-04 21:35:19,In-Person,Feedback,Appreciation for quick claim settlement,Positive,Resolved,
19094,6351,2024-11-17 01:01:06,Chatbot,Feedback,Appreciation for quick claim settlement,Negative,Resolved,
19095,6352,2024-08-09 12:52:50,Social Media,Feedback,Appreciation for quick claim settlement,Neutral,Escalated,
19096,6352,2023-10-26 00:48:05,In-Person,Feedback,Appreciation for quick claim settlement,Negative,Escalated,
19097,6352,2024-02-09 05:11:12,Email,Call Log,General inquiry about policy coverage,Negative,Acknowledged,19004.0
19098,6353,2024-06-07 03:25:22,Phone,Feedback,Suggestion for new policy feature,Positive,Resolved,
19099,6353,2024-04-12 19:48:29,Email,Complaint,Unsatisfactory claim process,Negative,Escalated,
19100,6353,2025-02-09 08:17:40,Chatbot,Feedback,Overall positive feedback on service,Negative,Acknowledged,
19101,6354,2023-06-28 05:38:00,Phone,Feedback,Overall positive feedback on service,Neutral,Escalated,
19102,6354,2024-03-04 04:49:04,Phone,Call Log,Question regarding renewal process,Positive,Pending Info,19008.0
19103,6354,2023-10-18 13:48:45,Phone,Call Log,Verification of updated contact details,Negative,Escalated,19008.0
19104,6355,2023-12-24 02:14:11,Email,Call Log,Question regarding renewal process,Neutral,Resolved,19012.0
19105,6355,2023-11-26 11:41:36,Email,Complaint,Billing error in latest statement,Negative,Pending Info,19011.0
19106,6356,2023-11-30 05:34:18,Chatbot,Feedback,Overall positive feedback on service,Positive,Resolved,
19107,6356,2023-11-03 19:44:52,Social Media,Feedback,Concern about premium increase,Neutral,Resolved,
19108,6356,2024-12-22 04:01:59,In-Person,Complaint,Policy cancellation issue,Negative,Pending Info,
19109,6357,2024-04-04 18:14:16,Phone,Feedback,Request for better mobile app experience,Negative,Acknowledged,
19110,6357,2023-05-21 17:38:21,Social Media,Call Log,General inquiry about policy coverage,Neutral,Escalated,
19111,6357,2024-08-20 16:11:10,Chatbot,Feedback,Suggestion for new policy feature,Negative,Resolved,
19112,6358,2023-05-24 00:42:05,Phone,Complaint,Unsatisfactory claim process,Negative,Resolved,
19113,6358,2024-08-23 08:34:25,Social Media,Complaint,Billing error in latest statement,Negative,Pending Info,
19114,6359,2025-03-09 23:23:28,Phone,Complaint,Unsatisfactory claim process,Negative,Pending Info,19015.0
19115,6359,2024-05-06 10:49:53,Phone,Feedback,Concern about premium increase,Negative,Pending Info,
19116,6359,2024-03-02 17:08:08,Social Media,Feedback,Suggestion for new policy feature,Negative,Escalated,
19117,6359,2023-11-03 08:52:38,In-Person,Call Log,Follow-up call on a pending claim,Negative,Escalated,19015.0
19118,6359,2024-08-11 00:34:20,Social Media,Feedback,Overall positive feedback on service,Neutral,Acknowledged,
19119,6360,2023-10-01 17:51:41,Social Media,Feedback,Overall positive feedback on service,Neutral,Acknowledged,
19120,6360,2024-01-08 22:25:51,Email,Call Log,General inquiry about policy coverage,Negative,Escalated,
19121,6360,2024-06-27 08:56:14,Email,Complaint,Unsatisfactory claim process,Negative,Pending Info,19018.0
19122,6360,2024-03-19 02:11:23,Chatbot,Call Log,General inquiry about policy coverage,Neutral,Acknowledged,19016.0
19123,6361,2023-11-15 01:23:42,In-Person,Call Log,Follow-up call on a pending claim,Positive,Escalated,19019.0
19124,6361,2024-02-22 07:12:25,In-Person,Call Log,Inquiry about adding a family member to the policy,Negative,Escalated,19020.0
19125,6361,2024-12-28 16:12:19,Email,Call Log,Inquiry about adding a family member to the policy,Positive,Escalated,
19126,6361,2024-12-25 22:05:01,Email,Call Log,Verification of updated contact details,Neutral,Pending Info,
19127,6361,2024-07-19 12:27:57,Phone,Feedback,Appreciation for quick claim settlement,Positive,Acknowledged,
19128,6362,2024-11-17 08:13:02,In-Person,Complaint,Long wait time on phone support,Negative,Escalated,
19129,6363,2024-08-18 09:26:26,Chatbot,Call Log,Verification of updated contact details,Neutral,Pending Info,19023.0
19130,6363,2024-06-23 04:38:21,Social Media,Call Log,Verification of updated contact details,Negative,Acknowledged,19024.0
19131,6363,2024-11-03 19:31:54,Social Media,Call Log,Inquiry about adding a family member to the policy,Neutral,Pending Info,19024.0
19132,6363,2025-03-11 03:43:22,Social Media,Call Log,Inquiry about adding a family member to the policy,Neutral,Resolved,
19133,6363,2025-03-11 09:34:55,Email,Feedback,Appreciation for quick claim settlement,Neutral,Pending Info,
19134,6364,2024-05-13 02:37:27,Chatbot,Feedback,Appreciation for quick claim settlement,Positive,Acknowledged,
19135,6364,2024-08-22 03:01:23,Email,Complaint,Policy cancellation issue,Negative,Pending Info,19025.0
19136,6364,2023-10-28 08:42:19,Phone,Call Log,Inquiry about adding a family member to the policy,Negative,Escalated,19025.0
19137,6364,2023-09-25 14:15:02,Email,Feedback,Appreciation for quick claim settlement,Neutral,Resolved,
19138,6365,2023-09-30 07:43:48,Email,Complaint,Unsatisfactory claim process,Negative,Pending Info,
19139,6365,2024-04-18 10:49:03,In-Person,Complaint,Policy cancellation issue,Negative,Escalated,
19140,6365,2024-07-19 00:20:06,Chatbot,Call Log,Follow-up call on a pending claim,Neutral,Resolved,
19141,6366,2024-01-12 16:30:33,In-Person,Complaint,Incorrect personal details on file,Neutral,Pending Info,19028.0
19142,6366,2024-06-24 18:00:31,Social Media,Call Log,Verification of updated contact details,Positive,Escalated,19027.0
19143,6367,2024-08-29 16:34:04,Phone,Complaint,Policy cancellation issue,Neutral,Acknowledged,19029.0
19144,6367,2025-01-26 16:38:55,Social Media,Call Log,General inquiry about policy coverage,Neutral,Resolved,19030.0
19145,6367,2025-02-08 18:04:29,Phone,Complaint,Long wait time on phone support,Neutral,Escalated,19029.0
19146,6367,2024-02-07 05:54:22,Phone,Call Log,Question regarding renewal process,Neutral,Pending Info,19030.0
19147,6367,2024-05-20 13:23:11,In-Person,Feedback,Appreciation for quick claim settlement,Positive,Pending Info,
19148,6368,2023-10-26 18:21:59,Social Media,Call Log,General inquiry about policy coverage,Neutral,Resolved,19033.0
19149,6368,2024-10-04 16:56:39,In-Person,Feedback,Appreciation for quick claim settlement,Negative,Acknowledged,
19150,6369,2024-11-23 10:06:27,Phone,Complaint,Unsatisfactory claim process,Negative,Escalated,19037.0
19151,6369,2023-06-03 21:07:56,Social Media,Call Log,General inquiry about policy coverage,Positive,Escalated,
19152,6369,2025-03-10 06:28:52,Phone,Feedback,Overall positive feedback on service,Neutral,Acknowledged,
19153,6369,2024-07-07 00:36:41,In-Person,Call Log,Question regarding renewal process,Neutral,Escalated,19036.0
19154,6370,2023-05-15 21:42:52,In-Person,Call Log,Question regarding renewal process,Neutral,Pending Info,19039.0
19155,6370,2024-12-03 16:26:37,Email,Feedback,Request for better mobile app experience,Positive,Escalated,
19156,6371,2024-06-17 09:03:56,In-Person,Feedback,Suggestion for new policy feature,Negative,Pending Info,
19157,6372,2024-10-05 07:02:35,Chatbot,Feedback,Overall positive feedback on service,Negative,Pending Info,
19158,6373,2024-10-10 01:04:57,Chatbot,Call Log,Verification of updated contact details,Neutral,Pending Info,19054.0
19159,6373,2023-05-26 19:17:44,Social Media,Complaint,Policy cancellation issue,Negative,Escalated,19054.0
19160,6373,2024-07-18 00:20:44,Phone,Call Log,Question regarding renewal process,Positive,Acknowledged,19054.0
19161,6373,2024-10-14 21:25:39,Social Media,Call Log,Verification of updated contact details,Negative,Escalated,19054.0
19162,6374,2023-11-10 05:30:40,Chatbot,Complaint,Incorrect personal details on file,Negative,Acknowledged,19057.0
19163,6374,2024-01-24 01:41:17,Social Media,Call Log,Verification of updated contact details,Positive,Resolved,
19164,6374,2024-12-06 21:56:17,Chatbot,Feedback,Appreciation for quick claim settlement,Neutral,Acknowledged,
19165,6375,2024-06-09 21:58:55,Phone,Feedback,Concern about premium increase,Neutral,Pending Info,
19166,6375,2024-09-20 23:05:06,Social Media,Feedback,Appreciation for quick claim settlement,Negative,Resolved,
19167,6375,2024-05-01 21:34:26,Social Media,Complaint,Unsatisfactory claim process,Neutral,Resolved,19060.0
19168,6375,2023-05-11 05:07:16,In-Person,Complaint,Incorrect personal details on file,Negative,Pending Info,19059.0
19169,6376,2023-05-29 07:43:27,Social Media,Call Log,Question regarding renewal process,Positive,Pending Info,
19170,6377,2024-08-10 01:04:15,Phone,Complaint,Long wait time on phone support,Negative,Escalated,19069.0
19171,6377,2024-10-20 06:41:25,Email,Complaint,Unsatisfactory claim process,Negative,Acknowledged,19071.0
19172,6377,2024-07-14 22:48:57,Email,Call Log,Follow-up call on a pending claim,Neutral,Acknowledged,19070.0
19173,6378,2024-07-14 00:03:50,Chatbot,Complaint,Incorrect personal details on file,Neutral,Pending Info,
19174,6379,2024-01-12 03:58:18,Chatbot,Feedback,Request for better mobile app experience,Negative,Escalated,
19175,6380,2024-05-28 00:41:30,In-Person,Feedback,Concern about premium increase,Positive,Escalated,
19176,6380,2025-02-07 17:10:06,Email,Call Log,General inquiry about policy coverage,Neutral,Pending Info,19081.0
19177,6380,2023-09-25 02:59:22,Social Media,Complaint,Incorrect personal details on file,Negative,Pending Info,19081.0
19178,6381,2024-12-04 12:34:24,Phone,Feedback,Overall positive feedback on service,Positive,Resolved,
19179,6381,2024-04-18 09:41:58,Social Media,Feedback,Suggestion for new policy feature,Neutral,Escalated,
19180,6382,2024-05-01 07:01:04,Chatbot,Feedback,Suggestion for new policy feature,Neutral,Acknowledged,
19181,6382,2023-04-08 17:39:00,Email,Feedback,Appreciation for quick claim settlement,Positive,Resolved,
19182,6382,2023-08-22 04:42:52,Email,Feedback,Appreciation for quick claim settlement,Positive,Resolved,
19183,6383,2023-05-30 02:10:24,Email,Complaint,Unsatisfactory claim process,Neutral,Pending Info,19088.0
19184,6383,2023-04-07 10:01:54,Social Media,Call Log,Verification of updated contact details,Neutral,Pending Info,
19185,6383,2024-03-29 12:46:19,Email,Feedback,Appreciation for quick claim settlement,Negative,Escalated,
19186,6383,2025-01-21 17:05:12,Phone,Feedback,Suggestion for new policy feature,Neutral,Pending Info,
19187,6384,2025-03-12 00:44:16,In-Person,Feedback,Concern about premium increase,Neutral,Resolved,
19188,6384,2025-02-27 07:30:38,In-Person,Complaint,Unsatisfactory claim process,Neutral,Escalated,19089.0
19189,6384,2024-09-09 11:08:09,Chatbot,Call Log,Inquiry about adding a family member to the policy,Negative,Acknowledged,19089.0
19190,6385,2025-02-08 10:11:05,Phone,Complaint,Incorrect personal details on file,Neutral,Escalated,
19191,6385,2024-12-29 03:43:39,Email,Feedback,Appreciation for quick claim settlement,Positive,Pending Info,
19192,6385,2023-08-01 20:45:18,Chatbot,Call Log,Follow-up call on a pending claim,Neutral,Pending Info,
19193,6386,2025-01-20 03:13:53,Email,Feedback,Request for better mobile app experience,Positive,Pending Info,
19194,6386,2023-12-16 11:17:37,Chatbot,Feedback,Overall positive feedback on service,Positive,Acknowledged,
19195,6386,2024-02-29 06:22:04,In-Person,Call Log,Question regarding renewal process,Positive,Escalated,
19196,6387,2023-06-14 06:08:12,Email,Call Log,Follow-up call on a pending claim,Neutral,Acknowledged,19096.0
19197,6387,2023-12-09 16:25:57,Chatbot,Feedback,Appreciation for quick claim settlement,Positive,Pending Info,
19198,6387,2023-08-15 15:42:17,Chatbot,Complaint,Long wait time on phone support,Negative,Acknowledged,
19199,6387,2024-03-19 01:45:03,Phone,Complaint,Long wait time on phone support,Negative,Pending Info,19092.0
19200,6388,2023-07-08 13:33:46,Chatbot,Call Log,Question regarding renewal process,Neutral,Resolved,
19201,6389,2023-11-09 15:11:35,Phone,Call Log,General inquiry about policy coverage,Positive,Pending Info,19099.0
19202,6389,2023-10-08 05:39:09,Phone,Call Log,Question regarding renewal process,Neutral,Pending Info,19099.0
19203,6390,2024-01-20 07:46:38,Social Media,Complaint,Unsatisfactory claim process,Negative,Acknowledged,
19204,6390,2024-02-04 14:07:30,Chatbot,Feedback,Request for better mobile app experience,Neutral,Resolved,
19205,6390,2025-03-04 22:05:22,Phone,Complaint,Unsatisfactory claim process,Neutral,Resolved,
19206,6390,2024-09-15 07:21:41,Chatbot,Complaint,Unsatisfactory claim process,Neutral,Pending Info,19101.0
19207,6390,2023-09-28 11:38:35,Phone,Feedback,Suggestion for new policy feature,Negative,Escalated,
19208,6391,2023-07-28 18:27:51,In-Person,Complaint,Billing error in latest statement,Negative,Acknowledged,19104.0
19209,6392,2023-07-29 14:24:17,In-Person,Complaint,Incorrect personal details on file,Negative,Resolved,19107.0
19210,6393,2024-04-23 02:16:44,Social Media,Feedback,Request for better mobile app experience,Negative,Resolved,
19211,6393,2024-12-29 20:06:35,In-Person,Complaint,Policy cancellation issue,Negative,Escalated,19108.0
19212,6393,2024-07-27 21:43:31,Phone,Complaint,Policy cancellation issue,Negative,Pending Info,19109.0
19213,6394,2023-06-16 19:06:29,Email,Feedback,Overall positive feedback on service,Neutral,Pending Info,
19214,6394,2023-12-31 23:42:15,In-Person,Feedback,Appreciation for quick claim settlement,Positive,Acknowledged,
19215,6395,2025-03-13 22:28:23,In-Person,Feedback,Appreciation for quick claim settlement,Negative,Acknowledged,
19216,6395,2023-07-18 10:31:51,Social Media,Complaint,Policy cancellation issue,Negative,Resolved,19119.0
19217,6396,2023-08-02 20:06:38,Email,Call Log,Follow-up call on a pending claim,Negative,Escalated,
19218,6396,2023-12-30 11:21:58,Social Media,Complaint,Billing error in latest statement,Negative,Pending Info,19120.0
19219,6396,2023-11-04 06:18:17,Email,Complaint,Incorrect personal details on file,Negative,Escalated,19122.0
19220,6396,2024-10-02 09:01:48,Email,Feedback,Appreciation for quick claim settlement,Positive,Resolved,
19221,6397,2024-09-12 17:04:05,In-Person,Call Log,Question regarding renewal process,Neutral,Escalated,
19222,6398,2023-11-04 13:25:46,Email,Complaint,Long wait time on phone support,Neutral,Resolved,
19223,6398,2025-02-26 01:20:57,Social Media,Feedback,Concern about premium increase,Neutral,Escalated,
19224,6399,2023-11-15 19:49:28,Chatbot,Complaint,Unsatisfactory claim process,Negative,Pending Info,
19225,6400,2023-05-13 15:00:00,Phone,Complaint,Incorrect personal details on file,Negative,Resolved,19127.0
19226,6400,2023-08-18 17:49:45,In-Person,Complaint,Policy cancellation issue,Negative,Acknowledged,19128.0
19227,6400,2023-08-30 07:10:18,Email,Complaint,Billing error in latest statement,Neutral,Pending Info,19128.0
19228,6400,2024-08-18 05:10:57,Email,Complaint,Billing error in latest statement,Negative,Resolved,19126.0
19229,6400,2023-07-22 01:22:54,Phone,Call Log,Follow-up call on a pending claim,Neutral,Acknowledged,19126.0
19230,6401,2024-10-31 07:45:10,Social Media,Feedback,Request for better mobile app experience,Negative,Resolved,
19231,6401,2024-09-21 12:16:47,Phone,Feedback,Concern about premium increase,Negative,Resolved,
19232,6401,2023-10-19 23:40:58,Phone,Feedback,Overall positive feedback on service,Neutral,Resolved,
19233,6402,2024-11-16 14:35:43,In-Person,Call Log,Question regarding renewal process,Neutral,Escalated,19132.0
19234,6403,2023-12-30 10:39:42,Phone,Complaint,Billing error in latest statement,Negative,Resolved,19134.0
19235,6404,2024-01-23 11:15:30,Social Media,Feedback,Suggestion for new policy feature,Neutral,Acknowledged,
19236,6404,2024-05-30 12:45:08,In-Person,Feedback,Appreciation for quick claim settlement,Neutral,Escalated,
19237,6404,2024-03-19 11:06:56,In-Person,Complaint,Incorrect personal details on file,Negative,Resolved,19137.0
19238,6404,2023-04-26 05:49:45,In-Person,Complaint,Long wait time on phone support,Negative,Resolved,
19239,6404,2023-04-15 12:09:37,Social Media,Complaint,Long wait time on phone support,Negative,Pending Info,19137.0
19240,6405,2023-05-23 06:16:25,Phone,Call Log,General inquiry about policy coverage,Negative,Acknowledged,19139.0
19241,6405,2024-06-27 09:45:31,In-Person,Call Log,Question regarding renewal process,Neutral,Escalated,19138.0
19242,6405,2024-10-15 19:33:56,Phone,Feedback,Request for better mobile app experience,Neutral,Resolved,
19243,6405,2024-05-22 11:29:25,In-Person,Call Log,General inquiry about policy coverage,Neutral,Acknowledged,
19244,6405,2024-01-13 00:39:53,In-Person,Complaint,Billing error in latest statement,Neutral,Escalated,
19245,6406,2023-08-14 14:43:10,In-Person,Feedback,Overall positive feedback on service,Negative,Escalated,
19246,6406,2024-03-15 03:19:19,Email,Call Log,Inquiry about adding a family member to the policy,Negative,Pending Info,19141.0
19247,6406,2024-07-21 07:16:31,Chatbot,Feedback,Appreciation for quick claim settlement,Negative,Pending Info,
19248,6407,2024-03-07 14:20:55,In-Person,Feedback,Appreciation for quick claim settlement,Positive,Escalated,
19249,6407,2023-11-01 11:22:19,Chatbot,Call Log,Follow-up call on a pending claim,Neutral,Acknowledged,19143.0
19250,6407,2023-05-20 07:33:10,Chatbot,Complaint,Long wait time on phone support,Neutral,Acknowledged,19143.0
19251,6407,2024-10-04 09:20:58,Social Media,Feedback,Suggestion for new policy feature,Positive,Acknowledged,
19252,6408,2024-08-08 11:06:14,Social Media,Complaint,Long wait time on phone support,Negative,Escalated,
19253,6408,2024-01-23 03:49:20,Email,Call Log,Inquiry about adding a family member to the policy,Neutral,Resolved,19145.0
19254,6408,2024-12-06 13:33:25,Phone,Complaint,Billing error in latest statement,Negative,Escalated,19146.0
19255,6409,2024-12-24 17:05:19,Social Media,Feedback,Suggestion for new policy feature,Negative,Resolved,
19256,6409,2024-07-10 08:07:27,Email,Complaint,Incorrect personal details on file,Negative,Acknowledged,19149.0
19257,6410,2024-02-13 11:14:04,Phone,Call Log,General inquiry about policy coverage,Positive,Pending Info,19153.0
19258,6410,2025-03-05 00:07:07,In-Person,Call Log,Verification of updated contact details,Negative,Escalated,19151.0
19259,6410,2023-10-21 14:17:29,In-Person,Call Log,Follow-up call on a pending claim,Negative,Escalated,
19260,6410,2025-02-25 07:43:04,Phone,Call Log,General inquiry about policy coverage,Neutral,Resolved,
19261,6411,2024-08-30 08:34:23,Phone,Complaint,Policy cancellation issue,Negative,Acknowledged,
19262,6411,2023-04-24 09:12:33,Social Media,Complaint,Billing error in latest statement,Neutral,Resolved,19157.0
19263,6411,2024-04-04 06:47:15,Email,Call Log,Inquiry about adding a family member to the policy,Neutral,Escalated,
19264,6411,2024-09-03 00:26:25,Email,Feedback,Appreciation for quick claim settlement,Negative,Resolved,
19265,6412,2024-10-20 08:34:59,Email,Complaint,Policy cancellation issue,Negative,Pending Info,19158.0
19266,6413,2024-03-03 12:47:49,Phone,Complaint,Unsatisfactory claim process,Negative,Resolved,
19267,6413,2023-04-23 08:09:31,Chatbot,Complaint,Long wait time on phone support,Neutral,Acknowledged,19164.0
19268,6413,2023-05-10 09:23:32,In-Person,Feedback,Suggestion for new policy feature,Positive,Acknowledged,
19269,6413,2025-03-12 22:40:28,Email,Call Log,Follow-up call on a pending claim,Neutral,Pending Info,19165.0
19270,6413,2024-05-03 22:08:47,Social Media,Feedback,Request for better mobile app experience,Positive,Resolved,
19271,6414,2024-03-16 14:32:08,Chatbot,Call Log,Verification of updated contact details,Neutral,Resolved,19168.0
19272,6414,2025-01-27 05:34:25,In-Person,Feedback,Overall positive feedback on service,Neutral,Pending Info,
19273,6415,2024-07-27 21:51:40,Phone,Call Log,General inquiry about policy coverage,Positive,Resolved,19174.0
19274,6415,2024-07-03 10:35:01,In-Person,Complaint,Long wait time on phone support,Neutral,Acknowledged,
19275,6415,2024-10-16 06:10:58,Chatbot,Complaint,Policy cancellation issue,Negative,Acknowledged,19170.0
19276,6415,2024-05-23 23:03:07,Email,Feedback,Suggestion for new policy feature,Negative,Acknowledged,
19277,6416,2024-06-01 09:49:35,Chatbot,Complaint,Unsatisfactory claim process,Negative,Pending Info,19178.0
19278,6417,2023-03-19 18:17:06,In-Person,Complaint,Incorrect personal details on file,Neutral,Escalated,
19279,6417,2023-04-17 05:56:14,In-Person,Feedback,Overall positive feedback on service,Positive,Resolved,
19280,6417,2024-12-11 02:04:05,Phone,Call Log,Verification of updated contact details,Neutral,Resolved,19181.0
19281,6417,2023-04-25 01:36:24,Phone,Complaint,Incorrect personal details on file,Negative,Resolved,19181.0
19282,6417,2023-05-31 00:15:22,Social Media,Feedback,Request for better mobile app experience,Negative,Acknowledged,
19283,6418,2023-06-01 19:34:51,Social Media,Feedback,Concern about premium increase,Negative,Escalated,
19284,6418,2024-05-10 15:13:29,Social Media,Feedback,Request for better mobile app experience,Neutral,Resolved,
19285,6418,2023-04-09 07:18:00,Chatbot,Call Log,Follow-up call on a pending claim,Positive,Escalated,
19286,6418,2024-07-01 14:32:41,Social Media,Complaint,Policy cancellation issue,Negative,Resolved,
19287,6419,2024-02-18 20:52:40,Email,Call Log,Verification of updated contact details,Negative,Pending Info,
19288,6419,2024-01-06 04:52:45,Social Media,Complaint,Billing error in latest statement,Neutral,Acknowledged,
19289,6419,2023-10-25 20:06:39,Email,Complaint,Billing error in latest statement,Negative,Pending Info,
19290,6419,2024-02-20 04:20:22,Phone,Complaint,Long wait time on phone support,Negative,Pending Info,
19291,6419,2024-03-04 17:18:00,Chatbot,Call Log,Follow-up call on a pending claim,Negative,Escalated,
19292,6420,2023-07-02 01:13:49,In-Person,Call Log,Question regarding renewal process,Positive,Resolved,19189.0
19293,6420,2023-09-18 10:51:12,Social Media,Complaint,Policy cancellation issue,Neutral,Escalated,19185.0
19294,6420,2023-05-31 01:52:39,In-Person,Call Log,General inquiry about policy coverage,Neutral,Acknowledged,
19295,6420,2023-04-11 04:54:14,Phone,Call Log,Follow-up call on a pending claim,Negative,Resolved,
19296,6421,2024-08-19 10:21:21,In-Person,Call Log,Question regarding renewal process,Negative,Resolved,19192.0
19297,6422,2023-08-25 18:39:15,Social Media,Complaint,Billing error in latest statement,Neutral,Acknowledged,19194.0
19298,6423,2025-01-25 08:05:37,Chatbot,Feedback,Suggestion for new policy feature,Neutral,Pending Info,
19299,6423,2024-09-13 02:28:53,Phone,Call Log,Follow-up call on a pending claim,Neutral,Escalated,19195.0
19300,6423,2025-02-09 23:43:56,Email,Feedback,Concern about premium increase,Neutral,Escalated,
19301,6424,2025-01-10 14:50:45,Social Media,Feedback,Appreciation for quick claim settlement,Negative,Pending Info,
19302,6424,2024-07-02 18:08:22,In-Person,Feedback,Request for better mobile app experience,Positive,Pending Info,
19303,6425,2024-06-21 00:41:27,Phone,Complaint,Unsatisfactory claim process,Neutral,Resolved,
19304,6425,2025-02-20 07:35:50,Phone,Call Log,General inquiry about policy coverage,Neutral,Escalated,19196.0
19305,6426,2023-05-25 00:17:26,Social Media,Feedback,Concern about premium increase,Positive,Pending Info,
19306,6426,2024-10-01 01:45:47,Phone,Feedback,Appreciation for quick claim settlement,Negative,Escalated,
19307,6426,2025-01-11 15:07:03,Phone,Call Log,Verification of updated contact details,Negative,Pending Info,
19308,6426,2024-07-08 14:33:39,Chatbot,Feedback,Request for better mobile app experience,Negative,Escalated,
19309,6427,2024-07-26 00:45:20,Email,Call Log,Follow-up call on a pending claim,Negative,Resolved,19202.0
19310,6427,2025-01-16 00:58:10,Phone,Feedback,Request for better mobile app experience,Neutral,Pending Info,
19311,6427,2024-11-18 07:17:38,Email,Call Log,Verification of updated contact details,Negative,Pending Info,19203.0
19312,6427,2024-02-06 04:49:24,Chatbot,Complaint,Incorrect personal details on file,Negative,Resolved,19206.0
19313,6427,2023-08-11 15:03:15,Phone,Complaint,Unsatisfactory claim process,Negative,Pending Info,
19314,6428,2024-03-01 11:40:19,Chatbot,Feedback,Concern about premium increase,Neutral,Acknowledged,
19315,6428,2024-12-08 01:32:12,Email,Feedback,Concern about premium increase,Positive,Pending Info,
19316,6429,2024-07-21 01:47:59,Chatbot,Feedback,Appreciation for quick claim settlement,Negative,Resolved,
19317,6429,2023-07-22 15:49:28,Chatbot,Call Log,Verification of updated contact details,Neutral,Escalated,19211.0
19318,6429,2025-01-19 03:49:50,Email,Complaint,Long wait time on phone support,Negative,Escalated,19209.0
19319,6429,2023-11-20 17:15:39,Social Media,Complaint,Billing error in latest statement,Negative,Resolved,
19320,6429,2024-07-08 10:12:48,In-Person,Call Log,General inquiry about policy coverage,Neutral,Resolved,19209.0
19321,6430,2023-10-05 17:56:09,Email,Complaint,Unsatisfactory claim process,Negative,Resolved,19214.0
19322,6430,2023-11-24 06:12:05,Email,Complaint,Long wait time on phone support,Negative,Pending Info,
19323,6431,2023-11-13 10:51:19,Social Media,Feedback,Concern about premium increase,Neutral,Acknowledged,
19324,6431,2025-02-11 07:54:08,Email,Call Log,Question regarding renewal process,Positive,Resolved,
19325,6431,2023-12-04 16:56:12,Phone,Call Log,General inquiry about policy coverage,Negative,Escalated,
19326,6431,2023-10-03 07:59:22,Social Media,Call Log,Inquiry about adding a family member to the policy,Neutral,Pending Info,
19327,6432,2024-04-23 23:32:41,Phone,Call Log,General inquiry about policy coverage,Negative,Escalated,19217.0
19328,6432,2025-01-17 14:24:09,In-Person,Complaint,Long wait time on phone support,Negative,Acknowledged,19219.0
